Canonical_SMILES,AMES,BBB,Bioavailability,Caco2,Clearance_H.,Clearance_M.,CYP2C9_Sub.,CYP2C9_In.,CYP2D6_Sub.,CYP2D6_In.,CYP3A4_Sub.,CYP3A4_In.,DILI,Half_Life,hERG,HIA_Hou,LD50_Zhu,Lipophilicity,Pgp,PPBR,Solubility,VDss
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mn+2],0.156593032,0.716631674,0.670590959,-6.321183436,15.89982836,4.434602672,0.209867771,0.086767324,0.149323636,0.065439053,0.492528697,0.091514436,0.213870526,16.49412899,0.198688993,0.611748649,1.98616974,0.792414397,0.095923531,66.07585504,-0.670514486,0.321795203
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,0.505014029,0.707013645,0.755885637,-5.207124227,41.84216533,73.31665162,0.173094825,0.826429196,0.213353236,0.455622528,0.690024968,0.583209565,0.625370793,21.41174602,0.787417544,0.959213824,2.733216296,2.947669841,0.95029612,94.16311624,-4.279166766,5.098370237
CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O,0.64992941,0.855655814,0.837801615,-5.452688055,17.42205986,17.46756994,0.210746663,0.093953439,0.166921199,0.061141564,0.533563503,0.104557522,0.449727039,7.998574126,0.307365903,0.952110858,2.111657738,1.788892236,0.111020462,76.68544473,-0.579242434,1.708405183
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,0.385477791,0.812105333,0.720551612,-5.286717324,21.14515739,61.81433353,0.242523846,0.348632394,0.194015975,0.316762459,0.663850493,0.702199604,0.393072539,22.32885644,0.815735041,0.752811309,2.949584639,2.674182192,0.894068022,92.33095098,-5.067709197,7.27575189
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.40561946,0.868447311,0.784185815,-5.292905408,25.49585661,48.06648385,0.210103115,0.389226285,0.390626782,0.563611854,0.670652697,0.646590472,0.256580594,11.52215419,0.366366345,0.962164661,2.821964177,3.045945063,0.885944053,95.27478567,-4.574333612,3.485221619
CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0.599747573,0.867414027,0.829328321,-5.225033592,26.93332768,16.95306593,0.236749391,0.251294637,0.213252099,0.199203833,0.540159082,0.378928542,0.801864584,16.78680944,0.53638723,0.963526128,2.527693822,2.608610389,0.267298787,93.41285618,-2.476018613,2.935611929
CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,0.240289868,0.92625443,0.862704612,-4.732693685,34.35541627,22.32957272,0.198416743,0.417365138,0.186584943,0.091242177,0.492405231,0.528706833,0.717165706,12.021469,0.621882024,0.966134153,2.187023123,3.11614437,0.359398272,97.47612535,-2.765429372,2.231616082
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,0.204950199,0.927607717,0.827893501,-4.780753612,31.91481756,39.9994835,0.182952621,0.360629747,0.308603022,0.706442841,0.468544887,0.652759873,0.179862423,11.81192384,0.861613005,0.968825904,2.607101544,2.583106163,0.819226053,96.39326549,-4.210391763,2.771067298
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0.224109681,0.788324343,0.873843056,-5.15117178,26.98737981,22.74375005,0.194115883,0.183818136,0.186252531,0.096228852,0.543375124,0.114661184,0.467097607,13.59144999,0.34113451,0.967632876,2.527020429,1.111584541,0.13692337,93.77019087,-2.08296221,3.176098684
CC1=C2[N]3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325([CH3])[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,0.508413768,0.350994718,0.575266797,-5.912978354,47.96981398,61.53009259,0.228899467,0.435872375,0.214235882,0.125720317,0.555414382,0.330635769,0.746781269,292.7362069,0.562510506,0.821478704,3.187817597,2.288009021,0.705876126,76.21996742,-3.629783133,7.121275562
CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.127422404,0.803182092,0.824135249,-4.6861061,26.19468957,36.53900342,0.206006707,0.237419543,0.14992358,0.077288918,0.703933188,0.360358648,0.511379242,11.00776002,0.357099139,0.969713575,2.407761597,3.250501633,0.813951559,95.49188457,-4.63635796,5.203402627
O=P(O)(O)CP(=O)(O)O,0.2034472,0.937348603,0.812474907,-5.018383077,18.77988798,14.26019508,0.198426081,0.086683003,0.213696834,0.06270527,0.404856691,0.085992152,0.142728793,12.66053701,0.208161377,0.929242632,2.7392481,2.409626799,0.075145508,90.79935885,-0.056297702,1.336083767
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.107480362,0.818551499,0.841413164,-4.832808964,32.02725962,31.02999522,0.172442173,0.212207572,0.145520412,0.066869125,0.725115903,0.342157503,0.491488984,14.00557055,0.329092646,0.967066469,2.362690482,3.116140413,0.844942196,94.18486757,-4.275832142,4.739585304
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.220706695,0.777621645,0.84264473,-5.431887472,14.41083469,4.512075761,0.18428892,0.077484374,0.255365859,0.069031611,0.434636088,0.095479563,0.108560804,16.07756428,0.257735025,0.961571663,1.927478747,1.140074491,0.079754241,80.21129133,6.33e-05,1.279073875
CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1,0.659916042,0.919861308,0.867661787,-4.993675975,24.79198063,38.3520411,0.188427768,0.579429505,0.26288008,0.36939286,0.449166282,0.713349599,0.545360474,20.95067307,0.823452298,0.969136596,2.874217683,2.831966403,0.815142442,97.25691894,-3.63126334,3.758034745
Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,0.453407421,0.919306081,0.848074421,-5.06472982,20.63836091,28.50414157,0.22581031,0.280457064,0.212247678,0.07835974,0.557731304,0.320286152,0.646923348,25.36052462,0.421163192,0.95956612,3.053370424,2.851360045,0.199739802,98.21978814,-2.369936596,2.840233083
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1O,0.093485361,0.913057865,0.835079862,-4.734550552,25.15687405,46.22007212,0.206109839,0.316680027,0.186276783,0.126882917,0.563816826,0.271243218,0.216715586,10.07397785,0.589050565,0.965500224,2.251707726,3.093653597,0.357429908,94.90618307,-4.21064218,2.629620036
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0.162170094,0.83989199,0.841407571,-4.907804013,28.32421906,34.75300407,0.19756616,0.141462005,0.186442488,0.229654339,0.501009535,0.141309609,0.132250093,18.72215058,0.78560345,0.503203771,2.417721111,2.340000738,0.585023697,93.27472044,-3.217816967,3.938804614
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,0.235432798,0.56885467,0.807787843,-5.489306197,34.57743459,25.2000993,0.185628424,0.202128007,0.159273339,0.074599731,0.634602573,0.418132082,0.802693404,22.47620594,0.476591688,0.966149929,2.729414058,1.777405098,0.633921599,87.90212393,-2.346738769,4.343247728
CC(=O)OC(C)C[N+](C)(C)C,0.158794299,0.900732203,0.84794077,-4.572829459,22.03028831,33.11645337,0.181704756,0.081035507,0.236817486,0.071374992,0.477893041,0.184900254,0.165170255,11.28468196,0.467205857,0.416249255,1.996072771,1.953247094,0.073731272,92.37858345,-1.432375422,2.284159916
CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,0.363606631,0.842298636,0.841626504,-4.738670564,29.59755827,19.66228899,0.236756823,0.189154516,0.173765679,0.070584354,0.521443687,0.133768079,0.834800072,12.16375173,0.221637661,0.960285991,2.43389498,2.234018934,0.113251411,92.83431655,-0.876482124,1.248167776
CSCC[C@H](N)C(=O)O,0.154005469,0.903135527,0.868876666,-4.940714597,27.55750329,19.1645598,0.256668202,0.10747805,0.19731011,0.068611197,0.392292371,0.090456237,0.12852597,7.579142866,0.294166958,0.967621049,2.14355949,1.019759913,0.070313249,92.21616404,-0.743357083,0.765128521
CNC(C)Cc1ccccc1OC,0.16171161,0.932811704,0.846257165,-4.558539948,20.40881325,18.067029,0.201107715,0.130122717,0.48631348,0.305579347,0.451642703,0.280233619,0.12247346,7.685318927,0.60103863,0.969108833,2.496364774,2.438604108,0.106372741,93.98007029,-2.139805783,2.946939778
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.392186111,0.822645254,0.715000905,-4.891251718,21.03004386,39.03196479,0.198764481,0.098322915,0.195036105,0.127976024,0.622032295,0.212127657,0.126724316,16.44805531,0.520677803,0.58538493,2.376278421,1.727577897,0.437995548,88.86343679,-2.115595291,4.35181672
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],0.408542986,0.761591542,0.692190197,-5.170681489,19.91439466,46.13229109,0.200400552,0.089931582,0.205122243,0.109398906,0.622627602,0.147730723,0.135351091,15.74114865,0.545910318,0.494231606,2.507735802,1.304561404,0.459987231,82.50642107,-1.239595324,8.113957366
COC(=O)CCC(=O)CN,0.165679654,0.933794756,0.870946058,-4.58330182,20.51908866,47.05672604,0.172731209,0.090694528,0.169046676,0.079058657,0.372404227,0.107079183,0.131214056,9.289650904,0.328404649,0.967834545,2.017006621,1.749045261,0.08298779,90.62028859,-0.244679726,2.097275571
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.766420754,0.865383816,0.638891555,-5.020078645,24.32559645,27.21690884,0.190421564,0.256457181,0.302351667,0.843403839,0.686591312,0.510316154,0.149056157,16.83242061,0.825859691,0.969707468,2.934760782,2.667419941,0.770717692,93.41515664,-2.66594883,2.647345042
C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.391243017,0.921019933,0.737940944,-4.971734169,29.87500914,36.09011754,0.186452528,0.146508836,0.308631272,0.281327649,0.608127642,0.310539195,0.202320284,11.37859631,0.371954914,0.802237914,3.073271727,2.077961934,0.24654354,88.25139427,-3.037920889,5.380729668
C[C@H]1C[C@@H]2[C@H](C(=O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,0.099273258,0.882950392,0.842128174,-4.90796221,36.81179546,30.12379601,0.179003231,0.150296949,0.143203616,0.068705623,0.716071872,0.335301837,0.286741345,14.04273509,0.514233648,0.968283894,2.773058232,2.925912328,0.736305459,93.29329382,-2.789313882,10.65188924
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,0.182385394,0.882555723,0.855307283,-4.748240036,18.21180226,38.74960559,0.162497724,0.310671581,0.664376217,0.158324664,0.459724071,0.260914314,0.191136255,8.706027394,0.318801176,0.969142243,2.19909094,1.911988269,0.22219753,93.85292892,-2.714253468,1.671532784
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0.489527387,0.937250772,0.858469939,-4.798299595,21.01497901,20.52108572,0.20746777,0.256208382,0.644714147,0.834187799,0.639754791,0.287178297,0.208768054,10.46069695,0.885971993,0.967660212,2.559737079,2.900449239,0.919263104,94.96917406,-4.495881576,9.300832217
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0.589164913,0.88821202,0.715816735,-4.930774966,23.18803827,51.09275426,0.219194944,0.137641886,0.270152604,0.25419204,0.647401289,0.39611927,0.273734099,22.21733026,0.820293209,0.429988871,2.753234272,2.72960974,0.942844595,92.15057223,-6.001975844,8.081773188
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0.118258879,0.760360681,0.870910746,-5.03185779,17.44433061,5.240445447,0.213039862,0.142328975,0.162321898,0.086682202,0.446051787,0.142869104,0.128031797,4.938899531,0.231890335,0.969107242,2.371834294,1.04449231,0.085215303,94.19016389,-1.183555819,1.322392655
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1,0.44957986,0.229214137,0.656647191,-6.160865426,25.40829801,22.30772154,0.183280933,0.091118663,0.183573366,0.084972101,0.547021974,0.14694837,0.179323139,20.44445619,0.801988206,0.846518834,2.424605863,0.691602531,0.166117371,76.80679872,-1.389784736,1.120047382
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.665888153,0.833991579,0.770855532,-5.311277659,48.64993759,50.82744644,0.235187844,0.78550241,0.188437468,0.173785318,0.680401627,0.710747961,0.818511541,171.1233933,0.640971327,0.957328694,2.595693497,3.10941076,0.921280234,89.31191477,-5.09235611,3.640462652
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](C=O)NC(C)=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC.O.[Na+],0.175862094,0.35763489,0.674147755,-6.030113393,38.00349084,76.659493,0.233275183,0.173192642,0.173758043,0.093888935,0.565142672,0.531823018,0.766730115,13.23041089,0.448938331,0.641558315,2.314659618,1.916710358,0.447859505,79.53123487,-2.767700823,3.764837959
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.285700041,0.923799751,0.853774847,-5.131078987,15.18261015,8.088916908,0.174485359,0.083035416,0.271128503,0.096762686,0.433395886,0.088274266,0.108670825,13.29166781,0.435615777,0.961774538,2.148254995,1.809735256,0.118791185,84.27293819,-0.301467185,1.562225079
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,0.604177645,0.785471722,0.85097978,-5.213732713,25.45516989,26.86769983,0.206520686,0.709925995,0.16192501,0.626168232,0.459662832,0.698625683,0.839560349,3.507133675,0.722119406,0.963540088,2.648217105,2.669952015,0.855322587,93.69127726,-2.990238844,3.427522621
O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,0.403342778,0.894516119,0.84894588,-5.107613528,27.64732389,33.52074582,0.212524499,0.612631587,0.188399455,0.265607042,0.476658099,0.735088172,0.843272555,15.62079894,0.778762579,0.965824807,2.638195727,2.467602776,0.899217229,96.74582277,-3.599617229,2.038086429
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.636177466,0.85337018,0.785189312,-5.170166318,40.58395879,68.70631171,0.249058219,0.464825775,0.251924799,0.21267267,0.602476561,0.776736579,0.850994108,5.302490467,0.740715453,0.958503193,2.751812648,3.034479349,0.933771695,90.9187946,-4.622437609,8.277028749
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,0.234440678,0.588683211,0.864931389,-5.117080557,30.25557672,36.70037015,0.189898495,0.340732358,0.203352884,0.193679758,0.531685171,0.410807424,0.656266074,13.1556986,0.855008419,0.968248038,2.540021509,1.393719122,0.91770854,96.41345657,-3.31051002,1.27379357
CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,0.277328875,0.735614977,0.667883507,-5.188657387,41.85765143,57.81564215,0.192892846,0.140804713,0.168438035,0.071088321,0.70518221,0.631532297,0.422826668,19.35102739,0.384221842,0.955378431,3.057179181,2.858690203,0.887283241,91.92845556,-4.749296414,5.038658408
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0.566959769,0.827726725,0.775731071,-5.428966319,14.54816326,22.16294939,0.220330253,0.219976637,0.167027563,0.082666935,0.615095074,0.444354676,0.426380086,12.62992897,0.575407386,0.962011856,2.536026783,1.587630888,0.442856961,94.05806454,-3.031216649,3.056198743
CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0.344080287,0.892636133,0.842986101,-5.439469501,17.31049432,12.41071937,0.183722293,0.079727955,0.210362514,0.060570992,0.471976553,0.098597938,0.144143864,14.02218589,0.193948216,0.963653546,1.912180753,1.405491397,0.080588036,81.48121276,0.048326025,1.18675837
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.135496823,0.793139796,0.864319268,-4.961995758,19.30664377,8.499849552,0.251289999,0.14217281,0.18538831,0.065370586,0.474504917,0.107616721,0.177769859,5.219785157,0.221950559,0.969405263,2.164203367,1.036027283,0.086089848,94.95605614,-1.135248895,1.223684734
NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,0.541853036,0.511018375,0.598916974,-6.277196366,35.10573998,45.83684703,0.245171546,0.181270845,0.164668768,0.069777234,0.522238685,0.187608245,0.871597041,27.29476943,0.513591743,0.908985226,2.864405669,1.965345138,0.407237581,80.5088638,-1.575675592,3.095154429
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,0.245226544,0.241136797,0.463644072,-6.402073688,52.9502242,66.05627773,0.254551902,0.365283694,0.199102562,0.11191894,0.601348162,0.843969611,0.817088868,24.72564965,0.715956021,0.518597341,3.036008248,2.499395391,0.657924893,77.74463117,-3.351458351,5.008248213
NC(=O)N/N=C1\C=Cc2ccccc2C1=O,0.432837754,0.899332692,0.838785131,-4.754276111,17.99335299,16.91326954,0.200774056,0.345486861,0.159182382,0.100556818,0.39072444,0.438088212,0.634074121,18.01378416,0.230953298,0.968249383,2.299129194,2.525971609,0.229585218,94.78131154,-1.860580597,2.803544337
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,0.595384419,0.936200354,0.856357943,-4.844018166,28.61927586,35.28901643,0.265063959,0.334029098,0.27388469,0.895251869,0.586657207,0.309336784,0.307590194,12.68201158,0.803148783,0.968556049,2.449190675,3.467825163,0.838196431,97.78720866,-4.709874376,6.766341126
CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,0.347086927,0.689927266,0.742725827,-5.371441007,41.60748315,39.79855072,0.200715172,0.635162399,0.230643437,0.136416456,0.596662137,0.438066797,0.545789198,39.72932724,0.805379185,0.960749665,3.16470141,1.932599141,0.827731711,93.15137534,-3.672806656,3.986754833
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,0.316663946,0.856177816,0.767207735,-5.280562274,43.33740452,38.06289675,0.174381208,0.345093281,0.299770016,0.140233913,0.615516763,0.531381803,0.231453993,10.61873606,0.531454834,0.963164387,3.025662443,2.138013045,0.719411687,88.26506541,-2.922200882,5.449415909
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,0.091725306,0.700384611,0.795327306,-4.970885412,29.3570042,35.16835936,0.171899266,0.30387579,0.170873181,0.08071151,0.699202995,0.291756408,0.603770375,13.07827333,0.463374086,0.969715416,2.403432519,3.057853354,0.82303987,93.57464586,-5.542523808,5.094885314
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,0.112936841,0.765785709,0.831513977,-4.88640031,36.19028217,44.72425626,0.185174506,0.408934909,0.181408295,0.105802521,0.714355938,0.459733433,0.489022273,10.50370217,0.329834999,0.969711297,2.414719334,3.131294072,0.893727916,96.48734907,-4.719339906,4.5454733
C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,0.359405644,0.680018109,0.75401678,-5.9593793,32.57744865,38.08409502,0.203857665,0.103693269,0.165291825,0.069183348,0.542449954,0.378572444,0.33237867,15.71137878,0.35412768,0.945261422,2.512675648,0.812324626,0.295266463,85.03644374,-1.873117376,2.203005797
[Ne],0.203389821,0.943613734,0.847314623,-4.508783638,20.59299224,39.04594362,0.19187318,0.089340816,0.15735628,0.074748208,0.401803698,0.086352358,0.170436828,17.45982504,0.205896723,0.967026105,2.241475916,2.647046756,0.071672384,89.4757604,-2.487788652,2.746452372
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,0.511607242,0.940407104,0.867407813,-4.798999855,20.387669,15.87430951,0.188867692,0.481936147,0.19140341,0.195865743,0.456226375,0.306814905,0.606327896,5.668060686,0.400843738,0.968825246,2.474480883,2.736457783,0.388499394,97.24337601,-2.61194644,3.666697433
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.666714123,0.864804634,0.813712947,-5.226992984,39.0838009,32.90309482,0.215508117,0.36117509,0.259925089,0.17899996,0.571767118,0.543171298,0.849187332,18.07415778,0.829184167,0.965166171,2.72491952,2.786523435,0.934891053,96.04805677,-5.281517047,6.856711409
Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1,0.51579119,0.905841761,0.806915434,-5.161031868,32.11817312,49.42866601,0.187104367,0.795193072,0.196197203,0.578676362,0.484445278,0.855188901,0.762555466,7.10223671,0.743531055,0.965514475,2.605140356,2.642435276,0.929978152,96.90085195,-4.294307526,3.272928419
Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.391075403,0.927663831,0.812089505,-4.898967533,44.87407399,46.28395538,0.19628479,0.404621461,0.192328609,0.234279772,0.623793141,0.562660383,0.668110256,13.6925212,0.848205649,0.966105151,2.790966646,3.227877148,0.924380242,92.61420307,-4.38305949,7.073657492
NC(=O)c1cccnc1.O=C1O[C@H](C(O)CO)C(O)=C1O,0.238466308,0.863018703,0.848199061,-5.51235761,23.71591042,38.77067574,0.199352945,0.153231584,0.156076296,0.067896698,0.440716273,0.479045005,0.661542038,20.76544291,0.189854376,0.964873555,2.261653335,1.99758146,0.12224441,89.61869578,-1.225280302,1.581166148
O=S(=O)([O-])[O-].[Ni+2],0.208706643,0.935908024,0.84787413,-4.606237838,18.8102489,34.77555314,0.208045051,0.086704136,0.160240997,0.06766937,0.387145605,0.090744026,0.50544185,17.92932929,0.203820432,0.965996812,2.268026985,2.361278001,0.070610499,88.08024706,-1.064962116,0.932000385
CCCCOCCOC(=O)c1cccnc1,0.111139518,0.942522746,0.852785298,-4.525911015,42.80915125,43.50958854,0.169977794,0.444284319,0.218852978,0.108186223,0.416268195,0.731621712,0.201015784,9.340227321,0.540006783,0.968855056,2.100349531,2.813184634,0.110849434,95.64242019,-2.456814291,1.614958269
CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,0.89962795,0.875052116,0.856995904,-4.828573753,19.37745213,20.12244146,0.198993882,0.174541444,0.16161486,0.071027947,0.58712243,0.334568546,0.506067506,2.923215537,0.415109966,0.962426063,2.563472989,2.628315667,0.156130829,94.67241105,-2.043349817,2.287001996
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.780703164,0.892462154,0.805216398,-5.168308416,47.01516991,52.50285761,0.218248442,0.258368296,0.19419674,0.257490607,0.558757541,0.687357284,0.833411413,23.97629186,0.825057867,0.961785251,2.839064388,2.651532814,0.916338098,93.4284064,-4.355860244,7.61065982
NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,0.56984843,0.899251222,0.853562152,-5.065687886,20.04516204,23.93373652,0.217866753,0.458356825,0.225566164,0.231179888,0.611134697,0.299042336,0.709436322,12.51457358,0.769528202,0.968570468,2.559206096,2.435037816,0.746250654,94.46142947,-3.12950328,2.449716414
CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,0.410828954,0.875070106,0.76627499,-5.205565857,20.69889218,36.78248367,0.189350821,0.149649038,0.171279074,0.089468683,0.665430182,0.50824537,0.484986359,24.13626722,0.429614033,0.966755882,3.110560803,2.726100938,0.305404428,90.52557556,-3.216344274,2.50589255
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0.875413488,0.920974776,0.856908151,-4.691710113,34.66012526,56.89941279,0.220969516,0.69052763,0.176374383,0.07523019,0.414199165,0.325070248,0.898604692,10.60987904,0.208401136,0.965466173,2.595481594,3.080904667,0.421280951,95.6976466,-3.25786461,3.066468751
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],0.640431313,0.91510732,0.819054857,-4.803650013,22.65261696,21.85871206,0.171246721,0.48038204,0.170052585,0.08292697,0.510481588,0.222531057,0.754376692,11.28574467,0.391259267,0.966355632,2.541300505,3.130038324,0.23784006,97.71814983,-3.232071415,12.68636235
[N]=O,0.570659791,0.949372686,0.867027776,-4.515573138,21.46313222,36.25201493,0.190371226,0.100462683,0.153393805,0.064909512,0.400704527,0.092633139,0.203250734,16.20471371,0.193544722,0.968312298,2.172652002,2.293939159,0.063411996,91.99730206,-1.149486701,1.843657113
O=N[O-],0.689617616,0.947442137,0.85828315,-4.617740567,21.78734079,32.16477099,0.187095954,0.121620863,0.156860405,0.072621077,0.418881985,0.099425621,0.195590774,14.93028864,0.193879967,0.967542603,2.299336458,2.527096676,0.070762128,93.42333908,-0.484457515,1.26764646
